Количество слов
д    43   7
выбор    81   3
оптимальных    6   0
каналов    25   0
продукции    88   0
функций    10   17
рубежных    2   0
имеет    29   8
специфические    11   0
выражаются    7   1
следующем    82   42
необходимость    29   3
воздействия    24   2
национальных    64   0
правительств    14   0
политических    48   0
коммерческую    28   0
поощряют    1   0
экспорт    54   0
ограничивают    7   1
импорт    29   0
обеспечения    30   0
равновесия    1   4
платежных    6   0
балансов    5   0
следовательно    3   10
необходимо    46   13
постоянно    30   32
принимаемыми    23   2
реакцией    15   4
учитывать    33   3
уровень    68   0
стабильности    9   0
иностранных    40   0
государствах    21   0
войны    6   0
революции    1   0
конфликты    5   0
беспорядки    1   0
могут    76   8
привести    4   2
потере    2   0
активов    16   0
осуществляя    4   0
маркетинговую    139   0
важно    48   2
стабильность    6   0
границ    17   0
таможенной    16   0
состояние    21   3
проблемы    18   0
конвертацией    2   0
валюты    19   0
разнообразие    3   0
условий    115   11
ситуации    38   0
разных    39   1
отличаться    12   6
пользующиеся    6   1
высоким    46   5
одной    79   21
затребованы    1   0
небольшим    15   5
сделает    6   5
нерентабельным    1   0
продажу    85   0
традиции    11   0
привычки    3   0
потребления    29   2
различных    71   9
определяет    77   24
черты    6   0
специфику    10   0
организовать    3   0
внедрить    3   0
регулярного    3   0
наблюдения    21   3
интересующими    21   1
руководству    3   0
службы    6   0
построить    3   2
быстрого    18   2
реагирования    1   0
нестандартные    1   0
запросы    11   0
требования    45   2
партнеров    30   0
философия    4   0
одновременно    8   4
интеллектуальная    5   0
технология    43   0
имеющая    22   5
кумулятивно    2   0
синергетический    3   0
характер    33   5
влиянием    38   5
посредством    7   5
форме    112   9
материальных    10   4
нематериальных    4   0
обменов    5   0
модифицируемых    2   0
окружающей    7   1
создаются    27   13
развиваются    16   0
коммуникации    39   0
пересекающие    3   1
обеспечивающие    30   2
некоммерческих    3   0
сторон    40   8
/в    1   0
черенков/    1   0
комментарии    3   0
определению    50   25
даны    1   0
таблица    18   21
теоретический    2   3
учение    1   0
общих    57   5
принципах    21   28
представляет    40   4
мм    5   0
вырабатывает    1   2
менеджмента    11   0
обобщенную    2   1
взглядов    7   0
общество    20   0
мир    29   0
интернациональную    6   0
корпоративную    5   0
культуру    2   0
система    60   44
исследования    100   7
микро    1   0
макроуровне    1   0
содержанию    7   0
прикладной    1   0
научный    4   0
метод    109   18
инструментарий    1   0
интеллектуальность    2   0
состоит    17   6
способны    22   2
самообучаемости    1   0
накоплением    2   0
информации    109   2
информационной    21   0
системе    9   7
помощью    32   18
слиянии    2   0
двух    11   16
приводит    15   1
простому    8   2
окончание    4   0
скачкообразному    1   0
повышению    19   0
эффективности    12   0
е    19   30
эффекту    10   0
обмен    6   0
исходная    5   1
категория    8   0
коммуникативный    4   0
подход    29   1
объекты    23   0
внимание    13   1
нормативно    6   0
правовой    16   0
базы    12   0
применяются    30   11
вне    7   0
внутри    10   5
подтверждение    1   0
взаимной    5   4
выгодности    11   0
экономическое    71   0
связано    26   11
углублением    2   0
разделения    11   0
труда    16   0
формируются    6   0
закрепляются    1   1
устойчивые    12   0
производственные    28   0
связи    45   3
выпуску    2   0
конечной    12   2
результате    34   40
происходит    13   1
смещение    1   1
межнационального    1   0
уровня    53   1
межфирменному    1   0
межоперационному    1   0
основан    4   8
классического    1   0
существенную    25   0
масштабностью    2   1
подводя    1   1
итог    3   0
взаимосвязанных    3   0
собой    29   6
экспортера    19   0
процессе    16   7
реализации    36   0
пределов    12   26
концепция    12   0
комплексная    11   0
предпринимательской    2   0
лежат    2   1
производства    105   0
долгосрочных    10   0
адаптации    19   0
конкретных    52   0
страновых    26   0
этапы    37   0
трансформируется    1   0
проходя    4   6
ряд    23   2
последовательных    5   5
ступеней    4   0
эволюции    3   0
первой    21   11
оказывает    23   3
заметного    2   4
положение    26   22
юридически    1   0
привязана    1   0
государству    4   0
второй    10   10
приобретает    2   1
относительную    4   4
самостоятельность    1   0
качественным    12   1
изменениям    53   15
производя    11   7
ориентируется    4   0
означает    14   2
экспортного    53   0
третьей    7   0
доля    63   0
становится    16   1
весьма    6   2
теряет    2   0
приоритетность    5   0
выстроен    1   0
полная    14   2
занимается    20   0
базирования    5   0
реализуется    9   0
речь    8   0
идет    11   0
схеме    9   7
интернационализации    14   0
    3   0
глобальная    34   0
стадии    17   0
традиционный    9   0
пробный    4   0
многонациональный    8   0
продажа    17   0
несет    2   0
ответственность    7   1
момента    21   50
поставки    25   0
ограничена    4   0
рамками    25   20
государства    16   0
разовыми    3   0
нерегулярными    1   0
проводит    23   4
систематическое    9   3
целевого    54   0
приспосабливает    3   0
производство    36   0
изменяющимся    5   4
узкая    10   0
выступает    9   0
частью    34   17
случае    35   18
производственно-сбытовой    4   0
занята    22   0
реализуемой    2   0
систематически    1   0
исследует    7   0
заграничный    1   0
пытается    3   0
контролировать    2   0
весь    10   1
путь    33   4
гораздо    1   0
сложным    7   1
охватывает    10   0
другие    88   7
сферы    28   2
снабжение    1   0
финансовыми    24   0
трудовыми    10   0
ресурсами    42   0
масштабе    12   0
распространяется    4   0
торговые    39   0
операции    34   4
создание    43   0
совместных    32   13
дочерних    4   0
прямые    45   27
инвестиции    23   0
научно-технический    14   0
передачу    3   0
лицензий    19   0
ноу-хау    1   0
предоставление    13   0
транспортных    10   0
страховых    5   0
лизинговых    2   0
туристических    5   0
консалтинговых    2   0
сути    9   1
ближе    1   1
производственно-инвестиционной    1   0
модели    11   0
отличии    8   0
торговопосреднической    1   0
характерна    1   0
совершенная    4   0
вид    77   19
используется    38   11
крупными    20   0
тнк    50   0
территории    12   0
единый    15   0
единообразии    3   0
культурных    34   0
поведенческих    6   0
характеристик    23   2
учете    2   0
качестве    17   8
наглядного    4   2
примера    9   4
coca-cola    2   0
p&g    1   0
kodak    1   0
cony    2   0
сравнительные    6   0
характеристики    15   4
приведены    4   7
признак    51   1
классификации    6   1
субъект    4   0
расположено    2   5
располагается    6   0
конкурентные    59   0
преимущества    48   0
глобализацией    1   0
бизнес-ориентация    1   0
роста    53   1
разрабатывается    11   0
привлечением    8   0
многих    23   2
источники    9   0
изыскиваются    1   0
всему    14   0
аналитическую    3   1
исследовательскую    2   0
позиции    14   0
планированию    1   0
ассортимента    13   0
линию    3   35
организует    4   0
транснациональная    11   0
предмет    4   1
закономерности    2   0
использования    48   3
функционируют    3   0
экспансия    2   0
подразделить    1   0
две    3   2
группы    56   7
новые    119   3
увеличение    24   2
степени    50   17
участия    19   0
освоенных    1   0
получение    19   4
максимальной    10   6
прибыли    29   0
наращивание    1   0
объемов    35   4
психографические    4   0
осведомленность    4   0
удовлетворенность    2   0
глобализация    20   0
ключевым    11   0
характеризующим    34   3
ххi    4   0
веке    5   0
резком    9   4
расширении    26   3
усложнении    3   0
взаимосвязей    5   1
взаимозависимостей    2   0
людей    20   0
планетарного    3   0
пространства    4   5
капиталов    11   0
рабочей    11   2
силы    28   47
проблем    10   0
техногенного    1   0
природную    5   0
вхождение    7   0
каждой    65   17
региональных    9   0
объединений    10   0
хозяйство    9   0
отдельного    57   1
звена    3   0
нишей    14   0
количественно    11   3
опережении    1   0
темпов    9   0
динамикой    8   0
относительно    13   5
целостная    1   0
практически    9   5
территорию    1   0
всей    6   1
планеты    2   0
диктует    2   0
собственные    61   4
игры    4   0
феномен    1   0
начинает    12   1
чисто    10   0
предпосылки    6   0
представлены    6   3
технологические    15   0
проявления    4   0
•    143   0
возрастание    1   2
переход    16   3
шестого    5   0
уклада    2   0
поколение    13   0
транспорта    11   0
сокращение    10   2
трансакционных    1   0
издержек    26   0
организационные    3   0
производственно-хозяйственной    2   0
приобретают    4   0
способствуя    1   0
неправительственных    1   0
стали    6   1
играть    9   0
оон    8   0
мвф    4   0
всемирный    7   0
банк    10   0
вто    4   0
п    23   6
усиление    6   0
либерализация    1   0
торговли    37   0
капитала    25   0
снижение    26   1
среднего    16   41
ставок    1   0
импортного    5   0
тарифа    5   0
%    68   4
концентрация    12   0
централизация    2   0
времени    26   12
межвалютных    1   0
сделок    7   0
внедрение    23   0
критериев    55   17
макроэкономической    3   0
унификация    3   0
налоговой    6   0
учетной    1   0
антимонопольной    3   0
политике    38   0
области    23   4
др    20   2
стандартизации    10   0
шире    2   0
стандарты    16   0
экологию    1   0
бухгалтерскую    2   0
статистическую    23   1
отчетность    2   0
образование    16   0
интернет    1   0
ослабление    3   0
жесткости    1   0
облегчение    2   0
свободы    11   12
перемещения    6   11
граждан    5   0
привычек    1   0
социальных    17   0
обычаев    8   0
преодоление    4   0
ограниченности    2   0
мобильности    1   0
территориальном    3   0
духовном    1   0
психологическом    6   0
благодаря    7   1
дистанционному    1   0
обучению    6   0
анализ    45   0
существующих    48   7
теорий    12   4
позволяет    45   6
выводы    17   7
инновационного    29   0
сотрудничества    20   0
сближение    1   0
независимо    18   2
размера    25   0
численности    13   3
населения    33   0
стартового    1   0
потенциала    7   27
передовой    1   0
организационно-управленческий    1   0
опыт    7   0
доступен    7   0
монополия    12   0
«ноу-хау»    1   0
либо    25   2
подрывается    1   0
конкуренцией    58   0
взрывается    1   0
разведкой    1   0
кооперационные    1   0
партнерские    1   0
финансовопромышленных    1   0
холдингов    3   0
периодически    2   0
перекраивают    1   0
атлас    2   0
континентов    3   0
совпадают    1   4
контурами    1   0
альянсов    5   0
стратегический    22   0
контроль    42   0
доходами    32   0
длительной    10   0
перспективе    6   0
отраслей    58   0
сопровождается    3   0
появлением    7   0
научно-производственных    1   0
филиалами    27   0
превращают    3   0
обеспечивая    3   0
наилучшие    9   0
ускорение    2   23
прогресса    4   0
направлениях    30   13
технический    10   4
качество    47   0
совершенствование    5   0
взаимозависимости    3   0
тому    10   2
извлекать    1   0
прибыль    11   0
систематизированной    2   1
плановой    1   0
понимаются    9   2
хозяйственные    4   0
подразделения    6   0
нескольких    20   6
управляющие    7   1
центров    3   4
механизма    2   0
согласованную    5   0
распределяя    1   1
результата    2   3
документах    9   0
юнктад    6   0
«тнк    1   0
акционерная    8   0
частная    13   3
включающая    22   11
материнскую    4   0
контролирующее    8   0
единицы    11   7
обычно    34   7
владения    3   0
определенной    59   8
капитала»    1   0
комиссия    5   0
уточняет    1   0
выделяет    18   4
соответствуют    68   24
относятся    27   5
●    57   0
годовой    3   0
оборот    11   0
млрд    3   0
долл    4   0
наличие    20   5
менее    5   4
стоимости    8   0
/    10   0
приходится    16   5
реализовываться    2   0
резиденции    1   0
стремлением    8   0
сетей    15   3
внутрифирменных    2   0
нередко    5   1
масштаба    4   0
интегрируются    1   1
распределение    29   8
проявляется    9   2
распространению    28   0
активности    1   0
статистики    2   3
удельный    5   2
вес    19   0
инноваций    6   0
приходящихся    1   1
растет    5   0
нервной    1   0
кровеносной    1   0
четвертым    3   0
счету    29   6
предыдущие    8   1
использовали    25   4
характера    16   0
заводов    1   0
фабрик    1   0
сырьем    12   0
учреждение    4   0
комбинация    3   0
вэс    1   0
портфельные    1   0
субподрядные    5   0
контракты    33   0
ниокр    8   0
превосходит    2   2
параметрам    5   0
прежних    2   0
времен    28   13
место    23   4
отвечает    9   0
видение    1   0
знание    2   2
соперников    1   0
общемировые    1   0
смене    3   0
отраслевой    16   0
конъюнктуры    45   0
координация    2   0
гибких    6   0
аудита    1   0
партнерство    1   0
скачок    2   0
зародившихся    1   0
начале    3   3
прошлого    5   0
столетия    1   0
разветвленную    2   0
филиальную    1   0
разбросанную    3   0
координируют    1   0
цепочки    5   0
находятся    20   42
точную    5   8
значения    25   148
дал    6   3
н    3   5
моисеев    1   0
«масштабы    1   0
кооперации    9   0
привели    1   0
локальные    2   0
саморазвития    1   0
интегрироваться    5   0
общепланетарный    1   0
организм    1   0
универсальной    2   1
решающую    9   0
дальнейшего    5   0
постепенно    2   1
»    2   0
[    1   0
]    1   0
выносят    1   0
изготавливают    1   1
детали    1   0
компоненты    3   0
полуфабрикаты    2   0
сборочные    3   0
дает    11   4
экономить    11   0
расходах    23   0
перевозка    4   0
машин    6   0
оборудования    11   0
разобранном    1   0
обходится    2   0
дешевле    2   0
повышают    3   0
конкурентоспособность    58   0
разницы    6   0
пошлинах    7   0
собранные    5   0
кроме    10   5
заработная    3   0
плата    3   0
работников    3   0
ниже    3   0
формируемое    1   0
товарообменных    1   0
насчитывалось    3   0
тыс    6   0
имевших    1   0
имеют    26   4
настоящее    8   1
число    34   39
владеют    2   0
фондов    2   0
продукта    117   0
половины    4   0
внешнеторгового    20   0
вывоза    1   0
млн    3   0
достиг    1   0
трлн    1   0
ввп    12   0
замедление    1   0
ведет    9   0
объем    21   2
добавленной    2   0
году    20   0
увеличился    3   0
соответственно    5   4
достигла    1   0
доходность    1   0
пии    5   0
вкладываемых    1   0
продолжала    4   2
падать    5   1
снизившись    7   1
игроки    1   0
содержатся    6   0
сведения    8   0
лишь    14   0
несмотря    6   1
списке    4   0
нефинансовых    1   0
ведущих    3   0
переходной    2   0
принадлежат    2   2
штабквартиры    1   0
свыше    5   0
ес    1   0
наибольшее    8   4
базируются    6   0
китае    4   0
малайзии    2   0
индии    5   0
объявленные    3   0
проекты    12   0
пришлось    1   0
подобных    8   0
сравнению    10   18
структура    23   0
смещена    1   0
добывающей    1   0
промышленности    37   0
судить    3   1
штаб-квартир    2   0
работают    14   1
пяти    8   6
финансы    1   0
страхование    3   0
недвижимость    2   0
электроэнергетика    1   0
газ    1   0
санитарии    1   0
диверсифицированные    1   0
холдинги    1   0
добыча    1   0
полезных    4   0
ископаемых    1   0
секторе    5   0
хотя    4   0
отнесение    3   0
завышать    1   0
показатель    68   3
обрабатывающей    2   0
сырьевом    4   0
ввела    2   0
«индекс    1   0
транснациональности    3   0
итн    1   0
индекс    23   0
ин    27   5
рассчитывается    9   0
трех    3   2
объеме    2   0
отражает    13   0
вовлеченности    2   0
той    12   8
сумма    15   15
четырех    2   0
величин    8   128
капитальных    2   0
накопленных    1   0
выпуска    12   0
iтр    2   0
содержащий    3   1
дроби    1   0
получается    17   2
формула    3   37
=    2   4
аин    2   0
аобщ    2   0
+    38   2
дин    2   0
добщ    2   0
зин    2   0
зобщ    2   0
персонала    16   0
используя    7   11
формулу    1   6
получить    20   30
интересное    4   0
рейтинг    12   0
демонстрирует    3   0
свете    2   0
транснационализации    5   0
наивысший    2   0
химическая    1   0
пищевая    1   0
электронная    3   0
лидирует    7   0
равен    2   5
разброс    1   4
зеландия    1   0
бельгия    2   0
люксембург    1   0
япония    12   0
сша    15   0
гонконг    2   0
центральной    3   3
восточной    3   0
европы    5   0
венгрия    2   0
квота    4   0
дают    6   0
представление    15   1
открытости    10   0
трансграничных    1   0
потоков    2   4
изучая    3   1
отметить    3   3
оэср    1   0
нидерланды    2   0
швеция    3   0
швейцария    5   0
финляндия    2   0
дома    1   0
франция    8   0
германия    5   0
ограниченные    9   2
заставляют    5   0
искать    3   0
отчетливо    1   0
любых    17   7
будущих    6   0
попытках    8   0
направленных    20   0
притока    1   0
ориентироваться    17   0
инвестирующие    1   0
нации    1   0
докладе    2   0
отмечается    1   3
распространилось    4   0
ранее    7   2
усилить    19   0
последних    14   2
предстоит    2   1
долгий    9   1
вовлечению    1   0
одновременном    3   1
стран»    1   0
переносят    2   0
трансформируемой    1   0
передача    1   0
замкнутого    1   6
корпорационного    1   0
цикла    47   0
межстрановая    1   0
мобильность    1   0
переплетение    2   0
движением    5   19
поглощения    2   0
наукоемких    2   0
неакционерной    1   0
координировать    2   0
гпсц    1   0
необходимости    6   0
интернационализацию    1   0
задания    8   3
самостоятельного    5   0
охарактеризуйте    3   0
найдите    1   15
доступных    12   0
источниках    20   4
прокомментируйте    1   0
мотивы    11   0
дайте    6   3
известной    12   7
рассчитайте    5   10
расчета    13   8
ford    2   0
motor    1   0
company    1   0
british    2   0
petroleum    1   0
великобритания    5   0
контрольные    12   6
вопросы    29   1
какие    56   6
возникают    9   5
рынок?    5   0
маркетинг?    1   0
экспортного?    1   0
бизнеса?    1   0
каковы    8   0
маркетинга?    4   0
сформулированные    4   1
назовите    17   0
вашей    2   1
повседневной    2   0
жизни    9   0
способы    36   10
задачи    26   5
выработки    3   0
детального    3   0
невозможно    5   0
дать    4   0
правильную    10   1
оценку    60   7
поскольку    13   7
требует    17   4
сопоставления    3   0
параметрами    20   23
уменьшения    5   1
неопределенности    6   0
бизнесе    10   0
надежной    4   1
объемной    1   0
своевременной    4   0
оценивать    9   0
выбирать    11   0
выявление    10   0
прогнозирование    10   0
предполагает    34   4
факторов    112   0
связывает    2   0
выбрала    31   1
сбора    25   0
обработки    2   14
анализа    34   0
потенциальных    44   8
выяснить    6   0
целесообразность    7   0
нем    6   4
привлекательности    19   0
провести    1   3
сегментирование    21   0
местного    28   0
произведенной    3   0
выявить    7   0
восприятия    6   0
обращений    22   0
целенаправленное    3   0
управленческих    10   0
оперативном    4   0
тактическом    2   0
маркетинге    22   0
касаются    10   0
размещения    4   0
программ    13   0
сбытовую    29   0
вплоть    1   0
лиц    18   0
техники    5   0
лизинг    3   0
концентрируются    4   0
обстановки    4   0
выработка    1   0
главная    24   0
задача    7   0
выделить    12   1
станет    2   0
включая    9   8
демографических    17   0
экологических    4   0
законодательных    14   0
научнотехнических    4   0
география    2   0
емкость    5   20
входные    3   4
выходные    2   2
барьеры    16   0
прогнозы    12   0
борьбы    18   0
поиск    13   0
модификации    5   0
позиционирования    8   0
динамики    6   2
анализируется    2   0
изучаются    5   0
покупок    2   0
полученные    6   26
берутся    4   0
регистрации    2   1
соблюдения    6   0
носить    8   2
должен    8   3
соблюдаться    1   0
основанный    15   0
объективности    1   0
точности    4   23
тщательности    11   0
общепринятыми    2   0
честной    1   0
кодексе    1   0
практике    18   5
спланированы    1   0
состоять    2   0
обязательными    1   1
постановка    2   0
отбор    9   0
формулировка    1   1
пунктом    3   3
обязана    6   0
четко    8   0
стоящие    1   1
самая    38   1
охватить    6   0
встает    1   0
формулировании    1   0
поисковые    1   0
найти    7   7
описательные    1   0
описать    2   0
аспекты    8   0
экспериментальные    1   15
проверка    2   10
предварительно    10   2
выработанных    1   0
гипотез    1   13
сочетание    12   0
поставленными    8   3
облегчить    1   0
быстротой    2   0
обусловленные    2   3
различиями    17   0
форматах    1   0
языковыми    5   0
социокультурными    2   0
удаленностью    1   0
делятся    11   3
первичные    12   0
полевые    5   0
социологические    1   0
вторичные    9   0
материалы    16   0
фактурного    2   0
акты    6   0
публикации    7   0
прессе    12   0
каталоги    4   0
прейскуранты    2   0
справочники    5   0
объявления    2   0
издаваемые    3   0
нашей    3   2
сборники    1   0
опубликована    3   0
достоинствам    17   4
отнести    6   1
невысокую    3   0
стоимость    15   0
разносторонний    1   0
указать    4   2
недостатки    21   4
устаревшие    2   0
неполные    1   0
противоречивые    1   0
неизвестна    1   8
методика    7   0
выборка    3   16
собирается    4   0
впервые    1   3
свежие    1   0
методология    2   0
недоступны    1   0
непосредственно    11   0
содержит    6   0
создаваемая    5   13
служат    6   1
планы    8   0
отчеты    5   0
беседы    7   0
сотрудниками    9   0
деловая    14   0
корреспонденция    1   0
сообщения    9   0
европейская    1   0
сотрудничеству    4   0
развитию    7   0
постановления    1   0
указы    1   0
органов    11   1
выступления    2   0
деятелей    1   0
официальная    8   0
статистика    3   2
издание    9   0
yearbook    4   0
on    2   0
industrial    2   0
statistics    4   0
минеральному    1   0
statistical    2   0
электричеству    1   4
ежемесячная    4   0
international    6   0
financial    1   0
курсам    7   0
инфляции    16   0
ликвидности    1   0
бюро    2   0
текущая    4   0
of    3   0
labor    1   0
безработице    3   0
реконструкции    1   0
тренды    2   0
country    2   0
economic    2   0
report    4   0
world    3   0
development    3   0
оборону    2   0
министерство    2   0
разбивкой    2   0
foreign    1   0
trade    3   0
global    1   0
market    3   0
surveys    1   0
business    2   0
america    1   0
американском    5   0
среднегодовых    3   0
and    2   0
цен    323   9
тех    13   3
акции    6   0
котируются    1   0
фондовых    1   0
биржах    1   0
страны-издателя    1   0
moody    3   0
печатается    1   1
ежегодно    2   0
промежуточные    3   0
ежегодные    4   0
справочников    5   0
дополнения    2   0
—    129   1
s    2   8
supplement    1   0
раза    2   2
неделю    1   0
the    1   0
president    1   0
directory    3   0
leading    1   0
corpo-rations    1   0
swedish    1   0
export    1   0
—импортеров    1   0
шведским    1   0
советом    1   0
аналогичный    13   3
английский    2   0
sell    1   0
exporters    1   0
register    1   0
&    1   0
national    1   0
зависимости    36   15
опрос    22   0
эксперимент    5   8
выяснение    3   0
справки    1   0
консультации    1   0
специалистами    12   0
переговоры    3   0
посетителями    2   0
выставок    3   0
работы    20   32
клиентов    92   0
турфирмы    1   0
чаще    11   2
анкетирования    3   0
стереотипов    2   0
явлений    2   0
контакта    4   0
ними    4   5
избежать    6   1
множества    8   6
искажающих    1   0
исследователи    6   0
наблюдать    11   1
фактическими    2   0
поступками    2   0
полагаться    1   0
описание    4   4
невозможность    5   0
настроения    2   0
трудность    5   0
репрезентативности    1   0
пришел    1   0
субъективность    6   2
однозначного    1   1
объяснения    1   0
классифицировать    1   0
лабораторным    2   13
скрытым    5   0
применением    21   8
камер    1   0
зеркал    1   1
непосредственным    11   5
различают    23   0
стандартизированное    1   0
свободное    6   10
наблюдатель    1   2
фиксирует    1   3
выполнение    2   3
во-первых    3   0
коротком    4   0
отрезке    1   0
во-вторых    4   0
втретьих    1   0
подвергать    1   0
повторяющиеся    1   0
называют    11   38
установлено    3   0
переменной    17   19
влияет    24   0
подразделяются    9   0
протекающие    1   8
реальных    8   0
проходящие    1   3
искусственной    1   0
перспективным    5   0
имитационное    1   0
моделирование    2   0
оно    4   3
заключается    23   2
построении    8   1
математической    2   12
графической    1   1
контролируемых    2   0
неконтролируемых    2   0
тактику    4   0
экономико-математических    1   0
особое    13   1
экспертные    17   0
туристского    17   0
обоснования    2   0
принадлежит    3   3
личности    5   0
эксперта    13   0
предъявляемые    8   2
компетентность    1   0
заинтересованность    7   0
деловитость    1   0
оценок    5   0
квалификации    4   1
фокус    2   0
мозговой    2   0
атаки    9   0
дельфи    3   0
сценариев    2   0
«фокус    1   0
группы»    1   0
интерпретации    1   0
выборочного    3   0
формироваться    1   0
однородности    7   0
возрасту    4   0
профессиональной    8   0
семейному    2   0
свободно    4   0
излагать    2   0
генерировать    1   0
идеи    9   0
неформальном    1   0
общении    7   0
репрезентативность    1   0
суждений    2   0
анонимные    2   0
ответы    3   0
течение    4   0
туров    2   0
ознакомление    2   0
групповую    4   0
проблеме    2   0
негибкая    1   0
затраты    50   0
консервативным    1   2
генерации    1   0
спонтанном    1   0
обсуждения    1   0
выполнить    2   2
заседании    3   0
продолжительность    3   0
минут    1   0
предложений    34   0
никаких    5   0
авторских    4   0
критика    2   0
запрещена    1   0
протоколируются    1   0
затем    8   11
методики    3   0
кабинетные    3   0
довольно    3   0
подробно    1   0
отражены    1   0
дадим    1   0
краткую    3   0
недороги    1   0
достаточно    14   4
дорогим    6   0
достоверную    5   0
позволить    2   0
переработку    1   0
приемов    12   0
широко    4   0
экономико-статистические    2   0
экономикоматематические    1   0
регрессионный    1   0
корреляционной    1   0
реклама    49   0
вариационный    1   0
предназначен    2   2
зависимые    3   15
экстраполяция    1   0
проекцию    1   7
временного    6   0
рекомендаций    5   0
вытекать    3   0
графики    2   0
диаграммы    2   1
специализированных    8   0
масса    4   4
предпочитают    6   1
смешанную    4   0
сторонних    2   0
самостоятельно    3   0
обусловлен    3   2
наличием    4   0
потенциалом    1   17
сохранения    5   3
тайны    1   0
тактики    1   0
массовые    29   1
поручаются    1   0
делается    9   3
причинам    9   1
квалифицированным    2   0
персоналом    3   0
потребители    8   0
считают    4   10
нейтральными    1   0
охотнее    1   0
учебные    2   0
заведения    2   0
агентства    6   0
консультационные    2   0
совещание    2   0
исполнителем    1   0
заказчиком    4   0
брифинг    4   0
инструктаж    1   0
формулируются    1   0
бриф    3   0
заказчика    2   0
действеннее    4   0
информирование    2   0
ограничениях    18   0
сроки    17   0
помогает    3   0
оптимизировать    1   0
готовится    7   0
контракта    12   0
организацией    9   0
ходе    13   0
продаем    12   0
нам    5   2
мешает    1   0
кому    1   0
продаем?    1   0
раскройте    1   0
исследования»    1   0
рынков?    3   0
внутренним?    1   0
отличаются?    1   0
совокупность    22   14
политико-правовых    2   0
способствующих    11   0
затрудняющих    4   0
знакомым    2   0
рода    12   6
юридических    12   0
находящихся    4   0
представительства    2   0
бывают    1   2
типов    30   6
гражданского    7   0
теократического    2   0
common    1   0
law    4   0
system    4   0
прецедентах    1   0
нравах    1   0
истолковании    1   0
civil    1   0
комплексе    3   0
кодексов    2   0
опираются    6   0
theocratic    1   0
религиозных    5   0
заповедях    1   0
мусульманское    2   0
основано    1   0
исламе    1   0
стремится    12   3
регулировать    1   0
относиться    11   0
·    22   0
договорное    16   0
антитрестовское    1   0
законодательство    5   0
процессуальная    1   0
нормы    10   0
регулирующие    3   0
ценообразование    18   0
охране    1   0
санитарно    1   0
гигиенические    1   0
безопасности    6   0
планируя    2   0
знать    5   0
устанавливает    15   2
взаимоотношения    10   0
суверенными    1   0
широкий    17   6
круг    5   0
дифференцируют    1   0
движимого    1   0
имущества    1   0
согласно    6   6
законодательству    1   0
сделкам    12   0
договор    15   0
купли-продажи    10   0
