соответствии				11 16
предоставить				1 1
относительную				1 1
практической				1 1
проверки				1 1
контроля				1 22
создать				4 6
временем				2 4
состоянии				1 5
работать				3 3
эффективно				1 2
такое				18 8
е				24 20
обществу				2 1
принадлежит				1 3
возможность				2 39
полное				6 3
с/х				1 2
потребительский				2 1
хозяйство				1 5
государственное				2 4
силах				1 1
пользующихся				1 1
доверием				1 1
объединить				2 3
несколькими				1 5
За				4 2
готовы				2 1
своим				4 3
вкладом				1 1
беря				1 1
значительно				2 6
размеры				1 2
достаточно				2 13
Основные				8 11
сосредоточены				1 1
друг				2 3
физические				1 2
имеющие				1 3
высокую				1 2
квалификацию				1 1
равных				2 1
принятии				2 6
любых				1 1
друга				1 2
дополнительную				3 1
включая				4 7
доверие				1 5
предприятию				11 7
ими				1 7
делятся				4 2
категории				7 3
предприятием				11 7
уровню				2 3
квалификации				3 2
превосходит				2 2
существенной				2 1
мере				4 5
участниками				2 2
существенных				2 3
противоречий				2 1
масса				2 2
готовые				2 1
кооперации				1 5
нуждаются				1 1
аналогичных				1 2
услугах				1 6
Глава				1 12
семьи				1 7
другие				5 19
близкие				1 1
самостоятельно				3 3
необходимые				1 2
денежные				9 3
хочет				1 2
налоговые				1 1
льготы				1 1
сохранении				4 3
соответствующего				2 3
Задача				61 2
формам				3 2
Соответствие				1 3
Виды				2 6
корпоративная				1 1
коллективная				1 1
государственная				2 2
Решение				87 2
б				150 3
двух				3 11
одном				4 2
полном				7 2
распределение				4 12
удовлетворение				2 4
преследующие				1 1
принимать				1 6
оба				1 1
степени				8 24
предприятиями				2 2
каком				2 3
видов				19 9
наличие				2 14
участвуют				3 1
Z				1 6
мелких				1 1
каждый				4 11
лично				1 2
предприятии				26 1
независимо				3 3
размера				4 6
решении				1 2
вопросов				3 2
связанных				1 4
Какова				3 3
находится				4 8
всем				3 9
размере				5 2
Первая				1 2
категория				5 1
преимущество				1 4
Какую				1 3
форму				3 9
данная				1 2
Форма				2 4
общая				8 1
акционерная				1 1
организациям				2 1
отличие				2 5
полного				6 2
убытков				3 1
индивидуальные				2 2
управление				3 12
осуществляется				6 31
общему				1 3
Найдите				1 1
ниже				7 3
списке				1 3
которыми				1 3
общественное				1 1
Перечислите				5 4
индивидуальный				1 1
создаются				1 5
формах				1 5
частных				2 2
фирм				1 31
специализированных				1 2
Предприятия				2 1
классифицируются				3 1
состоит				5 15
фирмой				2 9
осуществляет				2 11
коммерческую				1 5
торговую				1 1
включать				1 1
торговых				1 9
различия				1 6
интересами				1 1
ситуацией				1 1
внутри				1 10
высшим				1 1
руководством				1 1
внешней				1 18
средой				1 2
формируется				4 2
создании				1 5
определенное				2 3
число				25 13
Контрольные				6 12
вопросы				7 20
Что				29 8
Права				2 1
обязанности				3 1
Как				19 14
происходит				5 9
хозяйственные				1 1
Создание				1 4
дочерних				1 2
Назовите				17 17
должен				1 8
содержать				1 1
договор				1 3
Управление				1 1
Распределение				2 1
Каковы				3 3
Порядок				2 1
передача				1 1
обращение				1 5
документ				1 1
Кто				4 1
документы				3 4
содержание				12 5
признаки				3 11
Его				1 3
формирование				1 15
увеличение				7 12
уменьшение				3 1
бумаг				1 1
занимается				1 2
структуру				12 4
производственного				24 6
потребительского				2 4
выходе				1 6
передачи				2 1
Признаки				1 3
документов				1 2
Задания				6 1
Задание				36 6
правильный				1 1
коммерческим				1 2
статей				5 1
одну				1 4
Отличительные				1 2
фирму				1 2
территории				1 10
места				3 4
ФИРМЫ				3 1
экономическая				6 6
структура				14 8
труда				84 15
используемые				1 2
сроком				3 1
службы				10 3
года				32 2
При				21 56
активов				19 6
необходимо				13 40
				48 7
использование				8 13
производстве				9 7
нужд				1 3
течение				14 4
времени				63 22
срока				15 3
свыше				2 4
обычного				1 1
цикла				10 24
организацией				2 4
данных				15 20
способность				1 12
экономические				2 7
выгоды				1 2
будущем				1 1
отсутствует				1 2
критерий				1 4
Однако				3 19
активы				5 7
критериям				1 7
относиться				2 1
основным				6 4
средствам				8 3
учетной				1 1
политике				1 6
единицу				33 5
учете				6 1
отчетности				3 1
составе				7 2
материально				4 2
запасов				12 3
Классификация				6 1
определить				10 17
видовую				1 1
характеризуется				4 9
удельным				1 1
весом				1 1
каждой				7 15
группы				6 19
отрасли				2 35
промышленности				6 9
Кроме				3 10
характеризует				16 4
выражении				12 1
узком				1 1
плане				2 1
представлена				3 1
доля				5 18
машин				9 3
общем				1 7
группам				2 4
лет				19 10
возраст				1 2
оборудования				70 10
рассчитывается				15 6
величина				12 2
Оценка				1 7
Различают				3 6
стоимость				65 15
момент				4 13
первоначальной				10 1
принимаются				2 2
определяется				34 26
сумма				25 6
фактических				2 1
приобретение				1 4
доведение				1 2
состояния				1 3
исключением				1 1
налогов				8 1
вследствие				2 2
уровня				10 27
инфляции				1 8
темпов				2 3
НТП				1 4
Поэтому				4 10
факторов				12 40
оцениваются				3 2
ранее				2 7
действующих				5 4
данном				3 7
году				29 8
ценах				4 15
Она				8 13
ходе				1 12
себестоимость				60 1
выпускаемой				19 1
срок				12 6
Для				16 38
определяться				2 1
зависимости				14 36
конкретной				1 7
ситуации				1 14
учета				11 4
формуле				14 1
=				27 2
+				6 33
				5 6
/				10 5
m				5 4
j				3 1
				56 20
i				18 6
го				8 3
полных				2 1
оставшихся				2 1
количество				19 7
виды				10 12
использовать				4 18
метода				6 6
определения				11 12
И				3 11
весь				17 8
период				19 13
исходя				10 4
нормы				7 7
На				23 35
методы				7 16
возмещения				2 1
используется				7 18
процесс				7 18
выражением				1 1
процесса				11 8
соответствующим				1 1
Они				3 14
учитываются				4 2
себестоимости				46 2
цену				10 17
воспроизводства				4 19
Чтобы				4 2
рассчитать				12 1
величину				9 1
затраты				96 18
знать				2 5
какие				5 11
какова				3 1
К				22 36
находятся				3 5
используются				3 10
дохода				1 5
основными				2 5
средствами				9 8
После				4 8
год				23 5
Т				18 2
амортизационных				11 2
отчислений				11 1
использоваться				1 3
четыре				1 10
способ				1 11
проведения				4 11
методе				3 2
методам				2 5
				3 194
метод				19 29
сумме				8 5
объему				8 3
использовании				3 4
коэффициента				9 2
максимальная				1 1
равна				8 1
соотношения				3 4
Этот				4 7
начале				1 2
больших				1 4
производится				4 4
показателя				12 4
объема				31 11
практике				5 14
Показатели				13 8
Обобщающие				1 1
показатели				23 26
Показатель				6 1
Экономическая				2 4
сколько				8 2
произведенной				8 1
приходится				9 9
одного				49 21
тыс				112 6
работника				7 1
эффективность				15 7
количеством				1 1
производительности				39 1
Коэффициент				25 2
Характеризует				4 1
которая				5 34
процессов				2 10
определенной				3 9
см				2 1
интенсивного				5 1
резерв				2 1
насколько				4 1
условиям				1 7
интегрального				3 2
товарной				31 13
производительность				17 4
П				4 4
чистая				11 3
работающих				17 1
машины				7 3
плану				3 1
годовой				5 2
ед				12 6
мощность				2 1
полной				5 2
характеристики				3 15
используют				3 6
баланс				5 2
следующие				8 22
ч				16 1
·				2 22
принятым				1 1
разница				4 4
нахождения				2 3
фактически				3 2
важнейшим				1 4
частным				1 1
показателям				1 3
относят				7 4
такие				1 14
коэффициент				44 2
частей				1 3
полученные				3 2
данные				17 17
оборудование				5 1
Итого				4 1
Изменение				12 4
цена				19 54
техники				3 5
составляла				2 1
*				6 1
цены				11 122
Рассчитать				36 1
установлено				1 1
Определить				25 4
режима				3 3
представлен				2 2
Количество				3 1
дней				34 1
Продолжительность				2 1
эффективный				6 2
Значение				5 2
выходные				10 2
изделий				14 4
сумму				18 2
обновления				5 1
Объем				23 4
Средняя				5 1
млн				30 3
промышленно				6 2
персонала				15 10
Общая				6 1
рентабельность				25 3
используя				1 4
равен				4 2
первый				1 4
второй				1 2
использованы				1 1
Достоинства				4 10
Недостатки				4 6
Метод				5 15
числа				1 6
рост				6 19
Необходимо				1 6
Какие				25 28
перечисленных				4 2
позиций				4 4
входят				5 8
транспортные				1 1
продукция				18 2
рабочие				10 1
техника				1 2
хозяйственный				1 1
расчете				6 1
уровень				7 62
технической				2 2
названных				2 1
повышают				1 1
повышение				3 5
современных				1 11
технологий				1 14
совершенствование				2 2
Уровень				1 6
характеризуют				8 2
Интенсивное				1 2
линия				1 1
новый				1 6
станок				2 1
пути				5 3
завода				1 1
обращения				9 11
деньги				2 2
запасы				16 1
периодически				2 2
правительства				1 7
относится				7 6
материалов				12 6
продукты				1 10
покупку				1 2
учитывает				4 5
сроки				2 6
отношение				5 7
частное				1 1
устанавливаются				1 5
Источник				1 1
правильных				2 1
составляет				15 4
приобретенного				1 1
ежегодно				1 2
важнейшие				1 1
Охарактеризуйте				3 3
физический				1 1
Сущность				1 2
методов				1 19
простого				1 2
характеризующие				2 4
направления				3 10
улучшения				2 1
представленных				5 1
состояние				1 11
Динамика				6 5
коэффициентов				1 1
рентабельности				19 3
соответствующими				2 2
сделать				2 4
выводы				2 3
динамику				5 2
действие				1 2
источники				3 4
финансирования				6 3
политики				1 32
совокупность				6 22
денежных				3 1
обеспечения				2 13
активам				3 1
разность				3 1
текущими				3 1
задолженностью				1 1
показывает				4 6
источниками				1 3
собственных				6 6
переносят				1 1
вновь				2 1
продукт				1 15
постоянно				1 11
одновременно				1 8
стадиях				3 2
денежной				4 3
товарную				3 2
затем				3 5
обеспечивают				1 6
платежно				1 1
обслуживании				1 2
ценностей				3 7
состава				10 1
структуры				10 7
группируются				3 1
оборота				34 6
элементам				16 3
источникам				4 1
подразделяются				9 5
производственные				8 3
сфера				2 1
Под				7 8
элементами				1 2
следует				1 20
понимать				1 1
разных				2 25
отраслях				2 11
имеются				2 2
те				1 8
статьи				4 1
представляют				1 7
предметов				1 3
потребителю				1 6
страховые				1 2
технологические				8 4
денежное				2 2
выражение				2 3
промышленного				3 11
всей				3 6
будущих				15 4
связанная				1 1
новой				2 6
продуктом				1 1
подробно				1 1
формирования				8 9
собственные				2 3
заемные				2 1
Наличие				1 3
объясняется				1 1
особенностями				1 8
Постоянная				1 1
обеспечивается				1 5
собственными				1 1
потребность				8 10
средствах				14 4
влиянием				5 7
причин				2 3
счет				9 28
Расчет				2 3
потребности				13 13
многом				1 8
зависит				5 21
выручки				10 1
текущих				7 2
Период				1 1
потребления				4 25
готовую				5 1
продукцию				8 9
длительным				1 3
необходимость				1 9
Таким				3 10
планировании				2 2
заделов				1 1
возможных				2 1
расходов				38 5
аналитический				2 1
прямого				4 8
предполагает				2 32
определение				5 13
роста				12 20
учесть				3 1
конкретные				1 6
условия				2 34
изменение				17 12
цен				5 80
Данный				2 7
применяется				2 5
тех				2 13
предприятиях				5 3
материальные				7 2
ценности				1 11
занимают				1 7
большой				1 9
удельный				2 2
вес				4 8
непосредственно				8 11
изменения				21 14
объемов				3 12
сырье				7 3
материалы				14 9
расходы				72 15
группе				1 6
возможности				1 22
реальное				1 1
ускорение				4 2
определении				2 7
Наиболее				1 6
общий				4 2
основан				1 4
объеме				7 2
периоды				1 1
периода				9 2
величин				3 1
финансовые				1 5
покрытие				1 2
объем				54 14
собственной				1 7
маркетинговых				1 45
исследований				1 22
сложившейся				1 1
требований				1 16
потребителей				1 74
заключенных				1 1
договорах				1 1
поставки				3 19
главную				1 1
проблему				1 2
сочетании				1 4
методом				3 3
определяют				3 7
помощью				1 31
учитывают				1 4
предусматривает				1 4
расчет				2 3
каждому				2 3
уровне				4 7
развития				1 50
расчетов				2 5
требует				1 8
высокой				1 11
привлечения				1 3
работников				53 2
многих				2 8
юридической				1 1
сбыта				6 85
отдела				1 1
Но				1 3
нового				3 14
Главным				1 1
условием				1 2
плана				3 1
Важное				1 2
значение				3 18
стабильность				1 5
связей				1 9
периодичность				2 1
лежат				1 2
норм				9 2
достаточной				1 2
величины				4 2
оплаты				2 1
моментом				1 3
суммы				6 1
п				15 19
р				10 1
сырья				11 6
H				1 1
м				16 1
Д				5 2
средняя				1 2
данному				3 2
производимой				4 1
натуральном				6 1
Н				10 3
Ц				10 3
выпуска				11 10
товара				2 180
М				4 7
				11 6
Р				2 2
одновременного				1 1
общего				4 10
Источники				1 5
Различия				1 1
материалами				2 1
продаже				1 8
предъявляет				1 1
особые				1 1
требования				1 8
отражается				1 2
установлении				1 7
установленные				1 1
составляют				10 5
Основным				1 1
процессе				7 16
некоторые				1 3
постоянные				20 1
нужды				13 1
выплаты				2 1
кредиты				1 2
банков				1 3
прочих				10 1
различные				1 18
специальные				1 2
находиться				1 1
внутренними				1 1
финансовыми				1 2
ресурсами				2 10
фактор				3 6
Чем				3 7
форме				3 18
положение				1 18
ликвидности				2 1
платежеспособности				1 3
зависят				1 4
реальные				1 1
Длительность				4 1
ряда				1 4
внутренних				1 7
Эффективность				2 3
системой				1 5
завершается				1 1
Основной				1 9
формула				2 1
продаж				95 33
выручка				12 2
определенный				4 8
особенностей				3 9
производству				5 3
размещения				1 4
Он				2 4
количества				1 6
сокращение				2 7
повышается				1 1
показатель				11 5
отношением				10 1
отдельным				5 4
Эффект				2 1
выражается				1 5
связи				6 24
улучшением				1 1
отражает				7 4
прямое				1 2
размер				3 7
нужно				2 2
предыдущий				1 3
дает				3 9
пл				6 2
Возможность				1 5
качества				1 25
конкурентоспособности				1 27
проблемы				1 14
снижения				11 12
способов				2 4
повышения				1 8
множество				1 5
управляемости				2 2
связанные				15 8
факторам				6 6
товарооборота				1 8
производительных				1 1
сил				1 4
общественного				2 4
сфере				3 12
товарного				1 7
развитие				1 6
группу				1 4
экономико				1 3
размеров				1 2
специализации				1 8
внедрение				1 4
новых				2 50
Факторы				5 5
технологии				2 19
применяемой				1 1
технологических				1 4
влияют				4 4
расширение				1 6
сети				1 5
имеющей				1 1
способствует				2 6
финансовых				4 8
определяющие				1 2
субъективными				1 1
числу				2 3
субъективных				1 2
отнести				2 6
соблюдение				1 3
кредитной				1 1
финансовой				4 1
риски				2 9
недостатком				1 1
сырьем				1 1
следствие				1 2
продолжительности				2 1
Снижение				4 1
решение				1 8
морально				1 1
Рост				2 3
Более				1 3
высокий				1 6
увеличивает				1 2
Инфляция				1 2
задолженности				1 2
влияющие				3 5
весьма				1 5
оказывают				1 6
положительное				1 1
воздействие				1 6
средний				1 1
абсолютного				1 1
средних				2 1
размерах				1 1
следующий				1 2
равным				1 1
изменится				1 2
возрастает				4 3
прирост				4 2
увеличился				3 1
Определите				8 4
Выпуск				2 1
изделия				22 7
пять				2 3
Имеются				1 2
Из				1 3
нормативы				3 1
элементов				6 14
Цена				5 8
определенная				1 1
программа				4 1
распределяются				1 4
одно				3 3
изделие				9 1
общую				5 4
включают				7 7
товары				1 42
состоят				2 2
покупателями				1 4
разработку				1 3
устройства				1 1
полуфабрикаты				3 2
собственного				1 3
утверждение				1 1
долгов				1 1
прошлых				1 1
классификации				3 5
элементы				2 11
потребителями				1 4
Уменьшение				1 2
приводит				3 11
снижению				3 1
технических				4 6
варианты				2 4
интервала				1 1
виду				2 4
Увеличение				1 3
увеличению				2 3
росту				4 3
влияет				1 6
приходящихся				1 1
Целью				1 3
снижение				8 8
конкурентов				1 61
рынка				1 184
сферу				2 1
элемент				1 5
покупателям				1 5
процессом				1 2
сборки				1 1
экономическое				1 1
структурой				1 1
политику				1 6
достоинства				2 3
следующим				5 7
диаграммы				1 1
Сумма				1 1
Во				3 11
первом				1 4
втором				2 4
сравнению				4 6
Данные				3 5
Персонал				2 1
персоналом				1 2
понимают				2 5
отношениях				1 4
количественные				1 5
качественные				1 3
прямо				3 2
косвенно				1 1
производственному				1 1
персоналу				1 1
персонал				6 5
торговли				1 21
питания				1 2
культурных				1 13
две				1 3
руководителей				4 4
специалистов				3 4
рабочей				1 6
силы				2 9
кадров				13 1
групп				1 8
численности				25 6
считается				2 2
обеспечивает				2 13
программы				4 6
динамики				1 6
начала				5 4
включает				4 10
включаются				4 1
постоянную				1 1
временную				1 1
трудовой				11 1
Каждый				1 2
фирме				7 13
каким				3 2
причинам				2 1
Не				1 2
принятые				2 2
учет				1 5
ведется				1 1
отдельно				2 1
выполняющие				1 1
правового				1 3
определенную				2 5
дату				3 1
первое				1 2
последнее				1 1
Информация				1 2
исчисляется				1 1
принимается				1 3
Число				2 5
называется				3 4
обслуживания				8 12
определенного				1 8
профессионального				1 3
необходимых				2 1
определенных				2 10
режим				1 1
выпуску				2 2
выработки				10 2
одним				3 9
плановой				2 3
эффективного				1 7
трудовых				7 4
дополнительные				1 5
отпуска				2 1
большинства				1 5
особенно				1 7
занятых				4 7
установлены				2 1
расчету				1 1
определена				2 1
меняется				1 1
соответственно				6 5
базовая				1 1
индекс				9 7
выработка				5 1
пр				6 3
принятых				3 2
стабильности				1 9
общ				1 2
измерения				8 4
Основными				2 7
показателями				2 3
труд				2 1
соответствующую				1 1
различают				1 11
роли				2 6
частями				1 1
затратами				2 2
операциям				1 2
изделиям				1 2
То				1 1
подразделений				1 1
Ее				1 6
операции				1 10
изделию				1 1
технологической				3 1
складывается				1 5
таких				2 24
связана				2 1
применяют				1 2
снижением				1 4
зависимость				1 2
x				2 7
резервы				4 1
факторами				1 5
понимаются				1 2
разделить				4 2
внешние				1 6
своему				3 2
содержанию				4 1
технические				2 3
планирование				1 2
экономическим				8 3
следующем				2 2
Определяется				1 1
разработки				1 20
внедрения				18 12
каждого				2 20
мероприятия				17 9
мероприятий				8 26
прошлого				1 1
А				18 3
программе				1 2
указанной				1 1
среднем				1 3
продолжительность				1 2
учебные				1 1
заведения				1 1
должности				1 1
подразделения				1 3
Рассчитайте				1 1
марте				1 1
характером				1 1
сентябре				2 1
сократить				1 2
осуществлении				1 2
снизить				5 6
процент				6 6
прироста				5 1
первого				3 1
второго				2 1
Используя				1 3
найти				3 7
цене				8 12
человека				1 4
Процесс				2 9
любой				1 3
учитывается				2 1
промышленным				1 1
хозяйстве				1 1
определяет				1 16
основном				1 8
точности				1 3
вид				2 16
требующий				1 2
квалификация				1 2
натуральных				2 1
простота				1 1
наглядность				1 1
точность				1 1
применение				1 6
коэффициентом				2 1
экономисты				1 1
специалисты				1 2
выработке				1 1
занятые				1 1
видами				2 1
менее				1 4
главный				1 1
денежный				1 1
статистический				1 3
порядок				2 4
роль				2 21
недостатки				1 10
развитых				1 4
необходимый				2 2
экономического				3 9
страны				1 88
основании				4 4
динамике				1 4
Категория				1 1
Специалисты				1 3
динамика				1 2
Принято				1 1
Темп				3 1
ПРОДУКЦИИ				1 1
Любая				1 1
определенные				2 9
правовыми				1 1
документами				1 1
Согласно				1 4
направлений				2 4
продажей				4 4
иначе				1 1
называют				2 2
продажу				4 7
оценку				1 4
использованных				1 1
природных				2 1
энергии				4 2
рассматривают				1 4
обходится				1 2
сбыт				2 14
подразделить				1 1
альтернативные				1 1
последние				1 3
трудно				1 1
Причем				2 1
представительских				1 1
сверх				1 2
явных				1 1
условиями				1 4
функционирует				1 1
большое				1 12
правильной				1 1
Признак				1 3
Экономическое				1 1
назначение				1 1
однородности				1 1
однородные				2 1
Комплексные				1 1
формировании				2 8
способу				1 1
отнесения				3 2
Прямые				1 1
Косвенные				2 1
охвата				1 4
возникновения				3 2
переменные				16 3
назначения				3 13
содержания				1 1
общие				4 10
сферы				1 10
приложения				2 1
Данная				1 2
единой				1 2
сфер				1 1
отраслей				1 5
народного				1 1
должна				2 32
оплату				2 2
Такая				1 5
основой				1 4
инвестиций				1 10
распределения				4 13
отдельные				1 8
рассмотрены				1 1
продукции»				2 1
существу				1 1
технический				1 4
разрезе				2 1
Следовательно				1 1
издержки				5 21
внутреннего				1 8
результатом				1 1
важно				1 3
правильно				2 2
выбрать				1 7
Объектами				1 3
заказ				1 2
нескольких				1 14
стоимостные				1 1
требование				1 2
выборе				1 17
соответствовать				1 1
принятой				2 3
признаку				1 5
установить				1 4
направлены				1 4
указывается				1 2
